,Team,MatchID,Split No.,Period,Delta Time,Split Reason,Splitting Team,Delta xG,Weakly Connected,Strongly Connected,Average Shortest Path,Radius,Diameter,Eccentricity Mean,Central Node,Average Eigenvector Centrality,Density,Mean Clustering
75,Barcelona,3750201,1,2,20,break,Barcelona,0.307922275,True,True,1.7363636363636363,2,4,2.727272727272727,0,0.2837209862030292,0.39090909090909093,0.4773534271869455
76,Barcelona,3750201,2,2,27,sub,Manchester United,0.796873438,True,True,1.7636363636363637,2,3,2.727272727272727,0,0.28127391569006444,0.36363636363636365,0.45419852638591196
77,Manchester United,3750201,0,1,45,game start,,0.41044105799999997,True,True,1.490909090909091,2,3,2.090909090909091,0,0.2952914774156935,0.5181818181818182,0.5299909864340113
78,Manchester United,3750201,1,2,20,break,Barcelona,0.0,True,True,1.7,2,3,2.5454545454545454,1,0.28947509638412816,0.39090909090909093,0.34168160122705576
79,Manchester United,3750201,2,2,28,sub,Manchester United,0.621461286,True,True,1.7651515151515151,2,3,2.5,0,0.27426523313296686,0.36363636363636365,0.3833910361357984
80,AC Milan,3750200,0,1,46,game start,,0.36607321600000003,True,True,1.6545454545454545,2,3,2.5454545454545454,1,0.2847871190829428,0.4090909090909091,0.44915942176171003
81,AC Milan,3750200,1,2,47,break,AC Milan,0.49064317700000004,True,True,1.7243589743589745,2,3,2.769230769230769,0,0.2529527871729392,0.3717948717948718,0.36440267640850166
82,Liverpool,3750200,0,1,45,game start,,0.29256782,True,True,1.690909090909091,2,3,2.5454545454545454,3,0.2864249311458615,0.37272727272727274,0.3237473765877539
83,Liverpool,3750200,1,2,47,break,AC Milan,0.6657027645,True,True,1.7362637362637363,2,4,2.642857142857143,0,0.25947243805284076,0.36813186813186816,0.3865178403501797
84,AC Milan,2302764,0,1,22,game start,,0.199345688,False,False,Error,Error,Error,Error,Error,0.2976913320866383,0.34444444444444444,0.4365626579016672
85,AC Milan,2302764,1,1,23,sub,Liverpool,1.0532538900000001,True,True,1.8363636363636364,2,4,2.8181818181818183,1,0.29293584909301185,0.33636363636363636,0.30131200251521106
86,AC Milan,2302764,2,2,45,break,Liverpool,1.057847663,True,False,1.6538461538461537,Error,Error,Error,Error,0.24665870172230334,0.3333333333333333,0.4648856341077543
87,AC Milan,2302764,3,3,15,break,Liverpool,0.082578052,True,True,1.8454545454545455,2,4,2.727272727272727,0,0.2790489193547602,0.32727272727272727,0.3791925246470701
88,AC Milan,2302764,4,4,16,break,Liverpool,0.72122419,True,False,1.9242424242424243,Error,Error,Error,Error,0.2591400074348506,0.25,0.23572633506844032
89,Liverpool,2302764,0,1,22,game start,,0.045281665,True,True,1.8363636363636364,2,4,3.1818181818181817,4,0.2875104000395532,0.35454545454545455,0.3382474427928973
90,Liverpool,2302764,1,1,24,sub,Liverpool,0.149583819,True,True,1.9454545454545455,2,4,3.272727272727273,3,0.2719791205495756,0.3181818181818182,0.30006806918571627
91,Liverpool,2302764,2,2,46,break,Liverpool,1.570483734,True,True,1.6272727272727272,2,3,2.3636363636363638,0,0.2899518622139446,0.43636363636363634,0.5455704802236288
92,Liverpool,2302764,3,3,16,break,Liverpool,0.0,True,False,2.5,Error,Error,Error,Error,0.27159250400036256,0.16363636363636364,0.07196969696969696
93,Liverpool,2302764,4,4,16,break,Liverpool,0.056828907000000005,True,True,2.1222222222222222,2,4,3.1,3,0.30113673045974465,0.25555555555555554,0.14287240537240536
94,AS Monaco,3752619,0,1,23,game start,,0.030981608,True,True,1.7545454545454546,2,3,2.5454545454545454,0,0.2911444016252286,0.32727272727272727,0.32741458221084707
95,AS Monaco,3752619,1,1,23,sub,AS Monaco,0.0,True,True,1.690909090909091,2,3,2.6363636363636362,1,0.2851686213598147,0.38181818181818183,0.32512627400327937
96,AS Monaco,3752619,2,2,18,break,AS Monaco,0.148155554,True,True,1.690909090909091,2,3,2.272727272727273,0,0.2945219775118856,0.38181818181818183,0.383428880487704
97,AS Monaco,3752619,3,2,30,sub,FC Porto,0.348910628,True,True,1.6818181818181819,2,3,2.75,2,0.2658746263797964,0.4090909090909091,0.4676003866015185
98,FC Porto,3752619,0,1,22,game start,,0.010999546,True,True,1.8,2,4,2.6363636363636362,0,0.2962921666628331,0.36363636363636365,0.3442499959064456
99,FC Porto,3752619,1,1,22,sub,AS Monaco,0.086325325,True,False,1.5666666666666667,Error,Error,Error,Error,0.2664003728908313,0.25555555555555554,0.3576984126984127
100,FC Porto,3752619,2,2,17,break,AS Monaco,0.0,True,False,1.8454545454545455,Error,Error,Error,Error,0.26405056973605884,0.2636363636363636,0.2455794205794206
101,FC Porto,3752619,3,2,30,sub,FC Porto,0.5520139799999999,True,True,2.1538461538461537,3,4,3.3076923076923075,0,0.2567422896593282,0.22435897435897437,0.1991022049845579
102,Aston Villa,3775648,0,1,45,game start,,0.037459332,True,False,1.5444444444444445,Error,Error,Error,Error,0.2531481755978305,0.2,0.18134920634920634
103,Aston Villa,3775648,1,2,21,break,Arsenal WFC,0.088589374,True,False,1.8,Error,Error,Error,Error,0.2719012298316644,0.2636363636363636,0.2628954378954379
104,Aston Villa,3775648,2,2,27,goal,Aston Villa,0.246857653,True,False,2.212121212121212,Error,Error,Error,Error,0.25313907322617174,0.19696969696969696,0.21091478696741853
105,Arsenal WFC,3775648,0,1,45,game start,,0.69150461,True,True,1.509090909090909,2,3,2.272727272727273,0,0.2920910010057563,0.5181818181818182,0.55232694511605
106,Arsenal WFC,3775648,1,2,21,break,Arsenal WFC,1.541094193,True,True,1.6636363636363636,2,4,2.5454545454545454,1,0.28465684011080244,0.42727272727272725,0.4568312730365014
107,Arsenal WFC,3775648,2,2,26,goal,Aston Villa,0.8967126480000001,True,True,1.9083333333333334,2,3,2.9375,4,0.23314775817318498,0.2833333333333333,0.3140479005449956
108,Arsenal WFC,3775609,0,1,45,game start,,1.4125718900000002,True,True,1.5272727272727273,2,3,2.1818181818181817,0,0.2985800502529883,0.4909090909090909,0.4883277588987214
109,Arsenal WFC,3775609,1,2,26,break,West Ham United LFC,0.710167542,True,True,1.5454545454545454,2,3,2.090909090909091,0,0.296726091225072,0.4636363636363636,0.4330584460885418
110,Arsenal WFC,3775609,2,2,22,sub,Arsenal WFC,0.578417174,True,True,1.8205128205128205,2,4,3.076923076923077,5,0.2573811081905251,0.34615384615384615,0.3826683025420981
111,West Ham United LFC,3775609,0,1,46,game start,,0.155246702,True,True,1.8727272727272728,2,4,3,2,0.2708463928950046,0.32727272727272727,0.35100503649335624
112,West Ham United LFC,3775609,1,2,26,break,West Ham United LFC,0.016119216,True,True,1.788888888888889,2,4,2.9,0,0.3049719175772278,0.37777777777777777,0.4684373000284815
113,West Ham United LFC,3775609,2,2,21,sub,Arsenal WFC,0.122365699,True,True,2.0,2,4,3,0,0.27361135673437853,0.2818181818181818,0.3294113382630129
114,Aston Villa,3775633,0,1,48,game start,,0.129877059,True,True,2.1272727272727274,2,4,3.272727272727273,0,0.2854914932152147,0.2636363636363636,0.25612690371204305
115,Aston Villa,3775633,1,2,37,break,Aston Villa,0.091935694,True,False,1.9181818181818182,Error,Error,Error,Error,0.25905821148152924,0.2545454545454545,0.26023051023051025
116,Aston Villa,3775633,2,2,19,sub,Tottenham Hotspur Women,0.0,False,False,Error,Error,Error,Error,Error,0.25545057874715077,0.16071428571428573,0.08541666666666667
117,Tottenham Hotspur Women,3775633,0,1,45,game start,,0.242142035,True,True,1.5272727272727273,2,2,2,0,0.295857594279205,0.4727272727272727,0.4813358420152833
118,Tottenham Hotspur Women,3775633,1,2,36,break,Aston Villa,0.065732602,True,True,1.621212121212121,2,3,2.25,0,0.2797303070255138,0.4015151515151515,0.39982829251218593
119,Tottenham Hotspur Women,3775633,2,2,19,sub,Tottenham Hotspur Women,0.213798475,True,True,1.6545454545454545,2,3,2.5454545454545454,1,0.2895280782313903,0.4090909090909091,0.46763309900985467
120,Brighton & Hove Albion WFC,3775570,0,1,21,game start,,0.013761683,True,True,1.9454545454545455,2,4,3,1,0.29424900711217317,0.2909090909090909,0.34779164190928896
121,Brighton & Hove Albion WFC,3775570,1,1,24,goal,Brighton & Hove Albion WFC,0.0,True,True,1.8909090909090909,2,3,2.909090909090909,0,0.28286922650174123,0.3,0.26169124602138955
122,Brighton & Hove Albion WFC,3775570,2,2,17,break,Brighton & Hove Albion WFC,0.020038933,True,True,2.209090909090909,3,5,3.6363636363636362,0,0.28295197067178696,0.23636363636363636,0.17557763873553348
123,Brighton & Hove Albion WFC,3775570,3,2,30,goal,Brighton & Hove Albion WFC,0.537503274,True,True,2.106060606060606,3,4,3.25,0,0.25449413609678234,0.25,0.2638767214038112
124,Everton LFC,3775570,0,1,23,game start,,0.973912707,True,True,1.7545454545454546,2,3,2.6363636363636362,0,0.2921844437803832,0.34545454545454546,0.35794538794538794
125,Everton LFC,3775570,1,1,22,goal,Brighton & Hove Albion WFC,0.548537304,True,True,1.709090909090909,2,3,2.4545454545454546,0,0.29476127270283015,0.39090909090909093,0.4139655849685641
126,Everton LFC,3775570,2,2,18,break,Brighton & Hove Albion WFC,1.13380413,True,True,1.790909090909091,2,4,2.727272727272727,1,0.2897947820130034,0.38181818181818183,0.4702460358532465
127,Everton LFC,3775570,3,2,29,goal,Brighton & Hove Albion WFC,0.910878671,True,True,1.7692307692307692,2,3,2.769230769230769,0,0.26252863724353226,0.33974358974358976,0.39583974412255785
128,Chelsea FCW,3775581,0,1,23,game start,,0.8641658379999999,True,True,1.6818181818181819,2,3,2.727272727272727,0,0.2838099653894113,0.4,0.3936906342577185
129,Chelsea FCW,3775581,1,1,21,goal,Aston Villa,0.64117621,True,True,1.7363636363636363,2,4,2.8181818181818183,1,0.28649317340436176,0.4,0.3875365298295323
130,Chelsea FCW,3775581,2,2,19,break,Aston Villa,0.360588853,True,True,1.8523809523809525,2,3,2.8,0,0.24065057591581746,0.3,0.2598857697220499
131,Chelsea FCW,3775581,3,2,29,sub,Aston Villa,0.095404847,True,True,1.553030303030303,2,3,2.0833333333333335,0,0.28355006668829313,0.4696969696969697,0.5015172964283772
132,Aston Villa,3775581,0,1,23,game start,,0.0,True,True,1.9363636363636363,2,4,3,2,0.275707715891059,0.2909090909090909,0.2811163982216614
133,Aston Villa,3775581,1,1,24,goal,Aston Villa,0.0,True,True,1.8727272727272728,2,3,2.8181818181818183,1,0.29227240085531536,0.3090909090909091,0.2464080364080364
134,Aston Villa,3775581,2,2,19,break,Aston Villa,0.015560847,True,True,2.2,3,5,3.7,0,0.29699925835022994,0.25555555555555554,0.21535714285714286
135,Aston Villa,3775581,3,2,29,sub,Aston Villa,0.0,True,True,2.5128205128205128,3,5,3.6923076923076925,0,0.2609008124200098,0.1858974358974359,0.13540260908681961
136,Reading WFC,3775579,0,1,47,game start,,1.098761096,True,True,1.509090909090909,2,3,2.090909090909091,0,0.2975640190332672,0.5,0.4610650884758182
137,Reading WFC,3775579,1,2,22,break,Reading WFC,0.341809167,True,False,1.5694444444444444,Error,Error,Error,Error,0.3067027462791322,0.3194444444444444,0.2719310741240566
138,Reading WFC,3775579,2,2,27,sub,Reading WFC,1.0465094969999997,True,False,1.696969696969697,Error,Error,Error,Error,0.2633179678776744,0.30303030303030304,0.32233986943289267
139,Brighton & Hove Albion WFC,3775579,0,1,45,game start,,0.41942029900000005,True,True,1.7,2,3,2.727272727272727,1,0.28793037470880967,0.39090909090909093,0.36650121461415663
140,Brighton & Hove Albion WFC,3775579,1,2,22,break,Reading WFC,0.137064453,True,True,1.7435897435897436,2,3,2.6923076923076925,1,0.2713483686727262,0.33974358974358976,0.27352299403382996
141,Brighton & Hove Albion WFC,3775579,2,2,27,sub,Reading WFC,0.045841258,True,True,1.6454545454545455,2,3,2.272727272727273,0,0.2867809974332475,0.4090909090909091,0.46597154620587367
142,Aston Villa,3775544,0,1,45,game start,,0.04997223,True,True,1.6454545454545455,2,3,2.3636363636363638,0,0.2877392361844447,0.42727272727272725,0.5107227891647568
143,Aston Villa,3775544,1,2,19,break,West Ham United LFC,0.97703286,True,False,1.9272727272727272,Error,Error,Error,Error,0.2637887307111418,0.21818181818181817,0.16204775616540323
144,Aston Villa,3775544,2,2,32,sub,West Ham United LFC,0.09850943300000001,True,False,1.9924242424242424,Error,Error,Error,Error,0.2328657766380202,0.1893939393939394,0.2594422911283376
145,West Ham United LFC,3775544,0,1,46,game start,,1.412278388,True,True,1.509090909090909,2,2,2,0,0.29733457138392044,0.4909090909090909,0.43645147736789375
146,West Ham United LFC,3775544,1,2,18,break,West Ham United LFC,0.232422309,True,True,1.9454545454545455,3,4,3.272727272727273,0,0.28138887004910496,0.2909090909090909,0.2706349206349206
147,West Ham United LFC,3775544,2,2,32,sub,West Ham United LFC,0.8654523120000002,True,True,1.7575757575757576,2,3,2.8333333333333335,2,0.26483412133629153,0.3712121212121212,0.3776934009164401
148,Manchester United,3775622,0,1,18,game start,,0.8834556339999999,True,True,2.0454545454545454,2,4,3.1818181818181817,2,0.2817592574191063,0.2727272727272727,0.31522109641304685
149,Manchester United,3775622,1,1,27,goal,Tottenham Hotspur Women,0.334444417,True,True,1.709090909090909,2,3,2.4545454545454546,0,0.29425334272664583,0.37272727272727274,0.36240256159611
150,Manchester United,3775622,2,2,17,break,Manchester United,0.956229179,True,True,2.018181818181818,2,4,3.090909090909091,1,0.2838376218061657,0.2909090909090909,0.3388030800515501
151,Manchester United,3775622,3,2,31,sub,Manchester United,0.5517613459999999,True,True,2.1923076923076925,3,4,3.5384615384615383,0,0.2576129364590107,0.22435897435897437,0.16861128340051892
152,Tottenham Hotspur Women,3775622,0,1,18,game start,,0.05668291,True,True,2.1818181818181817,3,4,3.727272727272727,2,0.2680986270098035,0.24545454545454545,0.24694296931139037
153,Tottenham Hotspur Women,3775622,1,1,27,goal,Tottenham Hotspur Women,0.0,True,True,1.6818181818181819,2,3,2.5454545454545454,0,0.27923358754319155,0.41818181818181815,0.3683082493805826
154,Tottenham Hotspur Women,3775622,2,2,17,break,Manchester United,0.027544137,True,False,1.8181818181818181,Error,Error,Error,Error,0.2539379099106772,0.21818181818181817,0.20393670656828553
155,Tottenham Hotspur Women,3775622,3,2,30,sub,Manchester United,0.0744696,True,True,1.878787878787879,2,4,2.9166666666666665,1,0.27803012435836566,0.3106060606060606,0.2768891780733886
156,Birmingham City WFC,3775553,0,1,45,game start,,0.78535586,True,True,1.6818181818181819,2,3,2.4166666666666665,0,0.27503024186807984,0.38636363636363635,0.46053478370451445
157,Birmingham City WFC,3775553,1,2,18,break,West Ham United LFC,0.073459457,True,True,1.981818181818182,2,4,3.090909090909091,0,0.28924616166845635,0.2818181818181818,0.21986303170513696
158,Birmingham City WFC,3775553,2,2,32,sub,West Ham United LFC,0.114712834,True,True,1.7575757575757576,2,3,2.5833333333333335,1,0.2749082868739278,0.3712121212121212,0.3661181515728054
159,West Ham United LFC,3775553,0,1,49,game start,,0.513399641,True,True,1.5363636363636364,2,3,2.1818181818181817,0,0.2967521184033921,0.4818181818181818,0.4625589462027137
