,Team,MatchID,Split No.,Period,Delta Time,Delta xG,Weakly Connected,Strongly Connected,Average Shortest Path,Radius,Diameter,Eccentricity Mean,Central Node,Average Eigenvector Centrality,Density,Mean Clustering
19,Juventus,18244,3,2,15,0.0,True,False,2.0984848484848486,Error,Error,Error,Error,0.25874509198737805,0.1590909090909091,0.20519005847953217
20,Juventus,18244,4,2,17,0.036131855,True,True,1.8333333333333333,2,4,2.888888888888889,1,0.31487957536490435,0.3611111111111111,0.3525485008818342
21,Real Madrid,18244,0,1,19,0.11433406,True,True,1.7,2,4,2.8181818181818183,0,0.2863843669266598,0.4,0.42202426558228073
22,Real Madrid,18244,1,1,24,0.34220322,True,True,1.8818181818181818,2,4,3.1818181818181817,2,0.28194703952101,0.33636363636363636,0.5174731568272238
23,Real Madrid,18244,2,2,15,0.195422402,True,True,1.9363636363636363,2,4,3.1818181818181817,2,0.28394863443355867,0.32727272727272727,0.38239680574608803
24,Real Madrid,18244,3,2,16,0.380737047,True,False,1.6636363636363636,Error,Error,Error,Error,0.26957659329099093,0.3090909090909091,0.4300989992840587
25,Real Madrid,18244,4,2,17,0.46190783300000005,True,True,1.8363636363636364,2,4,2.6363636363636362,0,0.2929504522859005,0.32727272727272727,0.331765688731633
26,Real Madrid,18243,0,1,14,0.8557240749999999,True,True,1.7545454545454546,2,4,2.727272727272727,1,0.28244333942598937,0.36363636363636365,0.41216906308705575
27,Real Madrid,18243,1,1,30,0.028847922,True,True,1.5454545454545454,2,3,2.090909090909091,0,0.2964888466937262,0.4636363636363636,0.4567236119912512
28,Real Madrid,18243,2,2,26,0.43021086000000003,True,False,1.621212121212121,Error,Error,Error,Error,0.2716466552549463,0.3106060606060606,0.23633825563650124
29,Real Madrid,18243,3,2,19,0.609618341,True,True,1.8545454545454545,2,3,2.727272727272727,0,0.28017848478104096,0.32727272727272727,0.39460487101996533
30,Real Madrid,18243,4,3,15,0.196288025,True,True,1.9545454545454546,2,4,3,0,0.2848465672101784,0.2909090909090909,0.371987271987272
31,Real Madrid,18243,5,4,20,3.995748451,True,False,1.7,Error,Error,Error,Error,0.2619289484034501,0.3,0.3294622588740236
32,Atlético Madrid,18243,0,1,13,0.05091729,True,False,2.1222222222222222,Error,Error,Error,Error,0.2707933363087289,0.16666666666666666,0.17888888888888888
33,Atlético Madrid,18243,1,1,32,0.111461373,True,True,1.5222222222222221,2,3,2.3,0,0.30407872537118713,0.5111111111111111,0.482156661670961
34,Atlético Madrid,18243,2,2,26,1.448130687,True,True,1.7555555555555555,2,3,2.7,1,0.3009319813089935,0.35555555555555557,0.3376143301143301
35,Atlético Madrid,18243,3,2,22,0.49839726399999995,True,False,1.6181818181818182,Error,Error,Error,Error,0.27664708116262277,0.32727272727272727,0.342065492439824
36,Atlético Madrid,18243,4,3,15,0.07429361599999999,True,False,1.5818181818181818,Error,Error,Error,Error,0.26932261022553194,0.32727272727272727,0.4083161283161283
37,Atlético Madrid,18243,5,4,20,3.04,True,False,2.537878787878788,Error,Error,Error,Error,0.24765843832338866,0.16666666666666666,0.10717592592592592
38,Juventus,18242,0,1,45,0.27992,True,True,1.6090909090909091,2,3,2.3636363636363638,0,0.29149030933749165,0.42727272727272725,0.3970959132053164
39,Juventus,18242,1,2,22,0.867820605,True,True,1.809090909090909,2,4,2.909090909090909,1,0.28807312854772293,0.35454545454545455,0.3575741994191192
40,Juventus,18242,2,2,17,0.07151432,True,True,2.3636363636363638,3,5,3.8333333333333335,0,0.27280616448595607,0.19696969696969696,0.18888888888888888
41,Juventus,18242,3,2,12,0.06905441100000001,True,False,1.8727272727272728,Error,Error,Error,Error,0.24902366168146323,0.21818181818181817,0.2063131313131313
42,Barcelona,18242,0,1,45,0.805794097,True,True,1.5272727272727273,2,3,2.1818181818181817,0,0.29188963840551874,0.4909090909090909,0.4668546534170096
43,Barcelona,18242,1,2,22,0.786639768,True,True,1.7272727272727273,2,4,2.8181818181818183,3,0.2857343033373936,0.4090909090909091,0.5208805612764557
44,Barcelona,18242,2,2,14,0.5826298209999999,True,False,1.8545454545454545,Error,Error,Error,Error,0.2618326459786332,0.19090909090909092,0.1408008658008658
45,Barcelona,18242,3,2,12,0.3586146,True,False,2.411111111111111,Error,Error,Error,Error,0.27934860726489597,0.17777777777777778,0.16166666666666665
46,Real Madrid,18241,0,1,35,0.15581047,True,True,1.6272727272727272,2,3,2.4545454545454546,0,0.2852871005685403,0.43636363636363634,0.4138117083563004
47,Real Madrid,18241,1,1,10,0.0,True,True,1.9181818181818182,2,4,3,8,0.2884770167081306,0.3090909090909091,0.2848817848817849
48,Real Madrid,18241,2,2,13,0.10319113399999999,True,True,2.2363636363636363,3,5,3.8181818181818183,0,0.2799186160396467,0.2545454545454545,0.20973114604693552
49,Real Madrid,18241,3,2,20,0.33134172799999995,True,True,1.690909090909091,2,3,2.6363636363636362,0,0.27874481788057226,0.4090909090909091,0.5297764877458582
50,Real Madrid,18241,4,2,17,0.053031564,True,False,1.5,Error,Error,Error,Error,0.29800771112958535,0.36666666666666664,0.37672318422318424
51,Real Madrid,18241,5,3,15,0.073277748,True,False,1.6333333333333333,Error,Error,Error,Error,0.2998379757454836,0.3333333333333333,0.4912252804416589
52,Real Madrid,18241,6,4,18,1.58406045,True,False,1.9,Error,Error,Error,Error,0.26751610407634036,0.2545454545454545,0.29037241827939503
53,Atlético Madrid,18241,0,1,35,0.33421765,True,False,1.696969696969697,Error,Error,Error,Error,0.2591240396363522,0.29545454545454547,0.3191366503866504
54,Atlético Madrid,18241,1,1,10,0.06363565,True,False,2.111111111111111,Error,Error,Error,Error,0.2607538762226017,0.19444444444444445,0
55,Atlético Madrid,18241,2,2,12,0.124220092,True,True,1.988888888888889,3,4,3.2,0,0.29999574102693094,0.2777777777777778,0.24771062271062272
56,Atlético Madrid,18241,3,2,19,0.15478301,True,True,2.033333333333333,3,4,3.4,0,0.28983753851618427,0.3,0.4202290278541883
57,Atlético Madrid,18241,4,2,12,0.053264573,True,False,1.5545454545454545,Error,Error,Error,Error,0.2403820141077464,0.15454545454545454,0.13636363636363635
58,Atlético Madrid,18241,5,3,16,0.0,True,False,2.2888888888888888,Error,Error,Error,Error,0.2607461017766149,0.15555555555555556,0.1025
59,Atlético Madrid,18241,6,4,18,0.22204494600000002,True,False,2.022222222222222,Error,Error,Error,Error,0.25509814630756616,0.17777777777777778,0.13219298245614036
60,Borussia Dortmund,18240,0,1,45,0.325770237,True,True,1.5636363636363637,2,3,2.272727272727273,1,0.29074299580246393,0.4636363636363636,0.4535165864705216
61,Borussia Dortmund,18240,1,2,14,0.0,True,True,2.4272727272727272,3,5,4,1,0.27431600139886136,0.21818181818181817,0.29632794106478316
62,Borussia Dortmund,18240,2,2,35,1.0162887999999999,True,True,2.051282051282051,3,4,3.4615384615384617,0,0.2520685250982621,0.27564102564102566,0.2563676029898608
63,Bayern Munich,18240,0,1,45,0.8886058990000001,True,True,1.518181818181818,2,2,2,0,0.2973906374654714,0.4818181818181818,0.47538399795818853
64,Bayern Munich,18240,1,2,14,1.13753926,True,True,1.8727272727272728,2,4,2.727272727272727,0,0.2966327340259884,0.32727272727272727,0.23827015090172984
65,Bayern Munich,18240,2,2,34,0.9766717300000001,True,False,1.643939393939394,Error,Error,Error,Error,0.2562050448458162,0.3333333333333333,0.4294793348825607
66,Bayern Munich,18237,0,1,45,0.936912151,True,True,1.4454545454545455,2,2,2,0,0.2972924889129729,0.5545454545454546,0.5672674483355598
67,Bayern Munich,18237,1,2,27,0.516359581,True,True,1.9,3,4,3.3636363636363638,0,0.28179908056345,0.33636363636363636,0.32252693700062124
68,Bayern Munich,18237,2,2,17,0.545765605,True,False,1.9393939393939394,Error,Error,Error,Error,0.25379049919507507,0.23484848484848486,0.2878855793329477
69,Bayern Munich,18237,3,3,16,0.8770337260000001,True,True,2.1666666666666665,3,5,4,0,0.24768149706125006,0.2803030303030303,0.41150048208871737
70,Bayern Munich,18237,4,4,22,4.362878814999999,True,False,1.4666666666666666,Error,Error,Error,Error,0.2782553597238617,0.2777777777777778,0.21261904761904762
71,Chelsea,18237,0,1,46,0.08311545000000001,True,True,1.5545454545454545,2,3,2.090909090909091,0,0.2983539588241485,0.4636363636363636,0.4515488295961155
72,Chelsea,18237,1,2,27,0.032809219,True,True,1.6090909090909091,2,3,2.1818181818181817,0,0.29195084705853747,0.44545454545454544,0.4472702260486439
73,Chelsea,18237,2,2,21,0.114109875,True,True,2.0,2,4,3,0,0.2657247818775403,0.26515151515151514,0.3068609631109631
74,Chelsea,18237,3,3,15,0.047598111,True,True,2.0454545454545454,2,4,3.090909090909091,0,0.2755244566535648,0.2909090909090909,0.4011059795819154
75,Chelsea,18237,4,4,22,3.8,True,True,2.4727272727272727,3,5,4,0,0.27666140298996744,0.20909090909090908,0.1581002331002331
76,Barcelona,18236,0,1,26,0.532367383,True,True,1.5909090909090908,2,3,2.5454545454545454,0,0.2890467558370162,0.4727272727272727,0.46712444795604097
77,Barcelona,18236,1,1,18,0.47364745599999997,True,True,1.6727272727272726,2,3,2.6363636363636362,0,0.28180340282971933,0.4090909090909091,0.4533986385451574
78,Barcelona,18236,2,2,22,0.708008084,True,True,1.809090909090909,2,4,2.8181818181818183,0,0.2866704778364729,0.35454545454545455,0.2996808746808747
79,Barcelona,18236,3,2,25,0.118840473,True,True,1.8461538461538463,2,4,2.7142857142857144,3,0.25689865937562334,0.3021978021978022,0.3174327652023951
80,Manchester United,18236,0,1,26,0.04244132,True,True,1.6363636363636365,2,3,2.1818181818181817,0,0.289283603292791,0.4,0.3680176109040678
81,Manchester United,18236,1,1,19,0.29245424,True,False,2.036363636363636,Error,Error,Error,Error,0.25167857219274753,0.21818181818181817,0.2821509209744504
82,Manchester United,18236,2,2,23,0.0,False,False,Error,Error,Error,Error,Error,0.2701246159910431,0.24545454545454545,0.3003468753468753
83,Manchester United,18236,3,2,25,0.10248668799999999,True,True,1.6590909090909092,2,3,2.4166666666666665,0,0.2727619050981122,0.4015151515151515,0.3978441796662185
84,Bayern Munich,18235,0,1,33,0.30458780599999996,True,True,1.6727272727272726,2,3,2.3636363636363638,0,0.2933774108637598,0.41818181818181815,0.43279292266139646
85,Bayern Munich,18235,1,1,11,0.125858986,True,False,1.4181818181818182,Error,Error,Error,Error,0.2572445443313085,0.3181818181818182,0.4362104107023893
86,Bayern Munich,18235,2,2,17,0.41900425700000005,True,True,1.9,2,4,3.1818181818181817,4,0.27574784985131845,0.33636363636363636,0.40915780241190636
87,Bayern Munich,18235,3,2,15,0.334786907,True,False,1.7,Error,Error,Error,Error,0.27902593622902316,0.32222222222222224,0.3420268541898837
88,Bayern Munich,18235,4,2,15,0.13980796399999998,True,False,1.6,Error,Error,Error,Error,0.28454759399063984,0.32222222222222224,0.47452755130174484
89,Inter Milan,18235,0,1,33,0.497601105,True,True,2.0545454545454547,2,5,3.4545454545454546,8,0.25785709245868527,0.2818181818181818,0.3680364298011357
90,Inter Milan,18235,1,1,11,0.22608456,True,False,0.6545454545454545,Error,Error,Error,Error,Error,0.11818181818181818,0
91,Inter Milan,18235,2,2,16,0.191472039,True,True,2.9909090909090907,4,8,5.636363636363637,3,0.25381575576907334,0.18181818181818182,0.14564879564879565
92,Inter Milan,18235,3,2,16,0.25304130199999997,True,False,1.3333333333333333,Error,Error,Error,Error,0.2516337991759982,0.20833333333333334,0.20833333333333334
93,Inter Milan,18235,4,2,15,0.0,True,False,1.6944444444444444,Error,Error,Error,Error,0.26118355591252834,0.2222222222222222,0.22746913580246914
94,Barcelona,3750201,0,1,46,0.186639832,True,True,1.5818181818181818,2,3,2.1818181818181817,0,0.2943440787470488,0.44545454545454544,0.4183898584850561
95,Barcelona,3750201,1,2,20,0.307922275,True,True,1.7181818181818183,2,3,2.4545454545454546,0,0.2818951068215048,0.37272727272727274,0.46914893350377224
96,Barcelona,3750201,2,2,27,0.796873438,True,True,1.8272727272727274,2,3,2.727272727272727,0,0.2868819371427258,0.3181818181818182,0.2994766796202203
97,Manchester United,3750201,0,1,45,0.41044105799999997,True,True,1.6636363636363636,2,3,2.5454545454545454,0,0.2931748789265964,0.4,0.40457659662066026
98,Manchester United,3750201,1,2,20,0.0,True,True,1.7818181818181817,2,3,2.727272727272727,3,0.2730433553967113,0.37272727272727274,0.43324715766576233
99,Manchester United,3750201,2,2,28,0.621461286,True,True,1.8484848484848484,2,4,2.6666666666666665,1,0.2755415176049112,0.36363636363636365,0.41662887581530844
100,AC Milan,3750200,0,1,46,0.36607321600000003,True,True,1.6545454545454545,2,3,2.727272727272727,1,0.27973130993716266,0.42727272727272725,0.48013749204223055
101,AC Milan,3750200,1,2,12,0.0,True,True,2.118181818181818,2,4,3.4545454545454546,2,0.2708294274774589,0.2545454545454545,0.2821789321789322
102,AC Milan,3750200,2,2,19,0.054051577,True,False,1.8222222222222222,Error,Error,Error,Error,0.266422342623772,0.2777777777777778,0.25584615384615383
103,AC Milan,3750200,3,2,15,0.4365916,True,False,1.8636363636363635,Error,Error,Error,Error,0.25694708515010756,0.2727272727272727,0.2812326057780603
104,Liverpool,3750200,0,1,45,0.29256782,True,True,1.7363636363636363,2,3,2.6363636363636362,0,0.28226055016231055,0.37272727272727274,0.3711687186013245
105,Liverpool,3750200,1,2,13,0.02714899,True,True,1.7545454545454546,2,3,2.4545454545454546,0,0.2905007259978302,0.35454545454545455,0.29857672630399906
106,Liverpool,3750200,2,2,19,0.195447007,True,True,1.7272727272727273,2,3,2.5454545454545454,0,0.29684870372015637,0.36363636363636365,0.31300968037810145
107,Liverpool,3750200,3,2,15,0.4431067675,False,False,Error,Error,Error,Error,Error,0.27738369152689446,0.18181818181818182,0.20984848484848484
108,AC Milan,2302764,0,1,22,0.199345688,True,True,1.9333333333333333,2,4,3.1,4,0.29995937549380486,0.3111111111111111,0.4067504425399162
109,AC Milan,2302764,1,1,23,1.0532538900000001,True,True,1.7636363636363637,2,3,2.5454545454545454,0,0.2936517224484452,0.36363636363636365,0.32643514969096366
110,AC Milan,2302764,2,2,14,0.102066816,True,True,1.8444444444444446,2,4,2.9,0,0.2884913892191004,0.35555555555555557,0.46678075278694475
111,AC Milan,2302764,3,2,31,0.955780847,True,False,1.8333333333333333,Error,Error,Error,Error,0.2426646231788945,0.27564102564102566,0.23918060497007865
112,AC Milan,2302764,4,3,15,0.082578052,True,True,1.8818181818181818,2,4,3.090909090909091,0,0.28581776127757513,0.3090909090909091,0.297957600613103
113,AC Milan,2302764,5,4,21,3.76122419,True,False,2.0,Error,Error,Error,Error,0.25315970166725343,0.23484848484848486,0.17047827772474755
114,Liverpool,2302764,0,1,22,0.045281665,True,True,1.9090909090909092,3,4,3.4545454545454546,0,0.2697293855274188,0.34545454545454546,0.3158460226642045
115,Liverpool,2302764,1,1,24,0.149583819,True,True,1.7636363636363637,3,4,3.272727272727273,2,0.2703338042311718,0.39090909090909093,0.4054753428106441
116,Liverpool,2302764,2,2,14,1.4821170879999999,True,True,2.0,2,4,3,0,0.2870791506234162,0.2818181818181818,0.2431165325902168
117,Liverpool,2302764,3,2,31,0.088366646,True,True,1.7,2,3,2.6,0,0.30027187386947063,0.4,0.5010812031705545
118,Liverpool,2302764,4,3,16,0.0,True,False,2.309090909090909,Error,Error,Error,Error,0.2540740763404698,0.20909090909090908,0.35722943722943723
119,Liverpool,2302764,5,4,21,3.096828907,True,True,1.8777777777777778,2,3,2.7,0,0.3062926409108731,0.3,0.3141767030698919
120,AS Monaco,3752619,0,1,23,0.030981608,True,True,1.8909090909090909,2,4,2.727272727272727,0,0.279069081361975,0.3181818181818182,0.38387735615397794
121,AS Monaco,3752619,1,1,23,0.0,True,True,1.7636363636363637,2,3,2.8181818181818183,0,0.28055371305408894,0.36363636363636365,0.39725760209236344
122,AS Monaco,3752619,2,2,14,0.015092624,True,True,1.7545454545454546,2,4,2.5454545454545454,0,0.29356890702174804,0.36363636363636365,0.4024073923251605
123,AS Monaco,3752619,3,2,14,0.238029135,True,True,2.1545454545454548,2,4,3.272727272727273,0,0.2474061478001373,0.2727272727272727,0.3035936285936286
124,AS Monaco,3752619,4,2,19,0.24394442300000002,True,False,1.6545454545454545,Error,Error,Error,Error,0.27622430987150576,0.3090909090909091,0.34325937220674063
125,FC Porto,3752619,0,1,22,0.010999546,True,False,1.518181818181818,Error,Error,Error,Error,0.29091944612088433,0.37272727272727274,0.466015331606746
126,FC Porto,3752619,1,1,22,0.086325325,True,False,1.7333333333333334,Error,Error,Error,Error,0.251967010207337,0.24444444444444444,0.14894736842105263
127,FC Porto,3752619,2,2,14,0.0,True,False,1.7545454545454546,Error,Error,Error,Error,0.27429662521376946,0.2727272727272727,0.24515270591121985
128,FC Porto,3752619,3,2,14,0.5520139799999999,True,False,0.9888888888888889,Error,Error,Error,Error,0.21951701898686887,0.16666666666666666,0.15
129,FC Porto,3752619,4,2,17,0.0,True,True,2.2818181818181817,3,5,4,0,0.260159896520446,0.23636363636363636,0.26196026196026195
130,Aston Villa,3775648,0,1,45,0.037459332,True,False,2.0,Error,Error,Error,Error,0.26076717940309063,0.25555555555555554,0.22965367965367964
131,Aston Villa,3775648,1,2,12,0.088589374,True,False,1.711111111111111,Error,Error,Error,Error,0.26692991372348307,0.2,0.1625
132,Aston Villa,3775648,2,2,13,0.0,False,False,Error,Error,Error,Error,Error,0.28555170468424457,0.2361111111111111,0.20351377018043684
133,Aston Villa,3775648,3,2,22,0.246857653,True,True,2.172727272727273,2,4,3.272727272727273,0,0.2802854152183496,0.23636363636363636,0.3437804619622801
134,Arsenal WFC,3775648,0,1,45,0.69150461,True,True,1.509090909090909,2,3,2.1818181818181817,0,0.29246438230333655,0.5181818181818182,0.5172132350298144
135,Arsenal WFC,3775648,1,2,12,0.74480305,True,False,1.5272727272727273,Error,Error,Error,Error,0.27891118994673764,0.36363636363636365,0.34377112981764146
136,Arsenal WFC,3775648,2,2,11,1.307418756,True,True,1.7454545454545454,2,3,2.6363636363636362,1,0.286525647508815,0.35454545454545455,0.3607737841608809
137,Arsenal WFC,3775648,3,2,22,0.385585035,True,True,1.9666666666666666,3,4,3.2,0,0.24629937884632924,0.2857142857142857,0.2944292892813056
138,Arsenal WFC,3775609,0,1,32,1.2858235800000002,True,True,1.5454545454545454,2,3,2.1818181818181817,0,0.2937302785724628,0.4818181818181818,0.48367052233728436
139,Arsenal WFC,3775609,1,1,12,0.12674831,True,False,1.6545454545454545,Error,Error,Error,Error,0.2889744793524704,0.3090909090909091,0.30242800714936935
140,Arsenal WFC,3775609,2,2,10,0.029564602,True,True,1.8909090909090909,2,3,2.8181818181818183,1,0.2904686911030763,0.2909090909090909,0.28694083694083694
141,Arsenal WFC,3775609,3,2,15,0.68060294,True,True,2.1454545454545455,2,5,3.5454545454545454,3,0.2790065274143692,0.2727272727272727,0.22566252460989303
142,Arsenal WFC,3775609,4,2,22,0.578417174,True,True,1.6666666666666667,2,3,2.4615384615384617,1,0.26380960019262195,0.38461538461538464,0.35723778977126547
143,West Ham United LFC,3775609,0,1,32,0.0,True,True,2.036363636363636,2,4,3.3636363636363638,1,0.27118091965989016,0.2909090909090909,0.3303988581078364
144,West Ham United LFC,3775609,1,1,14,0.155246702,True,False,2.0636363636363635,Error,Error,Error,Error,0.25441571997252055,0.19090909090909092,0.07554112554112553
145,West Ham United LFC,3775609,2,2,10,0.016119216,True,True,2.1944444444444446,3,4,3.5555555555555554,0,0.3077873432365154,0.25,0.2904761904761905
146,West Ham United LFC,3775609,3,2,15,0.0,True,False,2.088888888888889,Error,Error,Error,Error,0.26987500157925964,0.2222222222222222,0.321
147,West Ham United LFC,3775609,4,2,21,0.122365699,True,True,2.0636363636363635,2,4,3.3636363636363638,0,0.271128780906965,0.2909090909090909,0.38432549906234115
148,Aston Villa,3775633,0,1,11,0.010134946,True,True,2.7444444444444445,3,6,4.2,0,0.30141072558621257,0.2,0.24833333333333332
149,Aston Villa,3775633,1,1,36,0.11974211300000001,False,False,Error,Error,Error,Error,Error,0.2517141975984817,0.13333333333333333,0
150,Aston Villa,3775633,2,2,15,0.0,False,False,Error,Error,Error,Error,Error,0.3121730655836471,0.16666666666666666,0.15714285714285714
151,Aston Villa,3775633,3,2,22,0.091935694,True,False,1.8333333333333333,Error,Error,Error,Error,0.27214387258594686,0.25555555555555554,0.34998050682261206
152,Aston Villa,3775633,4,2,19,0.0,False,False,Error,Error,Error,Error,Error,0.21650671227970103,0.125,0.13541666666666666
153,Tottenham Hotspur Women,3775633,0,1,11,0.025158163,True,True,1.8363636363636364,2,4,2.909090909090909,2,0.2855880855420609,0.32727272727272727,0.3246142864371714
154,Tottenham Hotspur Women,3775633,1,1,34,0.216983872,True,True,1.7636363636363637,2,3,2.6363636363636362,0,0.2872549641122112,0.36363636363636365,0.3851935364866556
155,Tottenham Hotspur Women,3775633,2,2,15,0.01131817,True,True,1.8181818181818181,2,3,2.8181818181818183,1,0.28396129371476736,0.32727272727272727,0.3465548093797068
156,Tottenham Hotspur Women,3775633,3,2,21,0.054414432,True,True,1.8363636363636364,2,4,3,0,0.2728850046600552,0.38181818181818183,0.5141890837264547
157,Tottenham Hotspur Women,3775633,4,2,19,0.213798475,True,True,1.6818181818181819,2,3,2.4545454545454546,0,0.28968191200976323,0.39090909090909093,0.38573105480035563
158,Brighton & Hove Albion WFC,3775570,0,1,21,0.013761683,True,True,2.0636363636363635,2,4,3.1818181818181817,0,0.2937559161673827,0.2545454545454545,0.2037878787878788
159,Brighton & Hove Albion WFC,3775570,1,1,24,0.0,True,True,1.9454545454545455,3,4,3.090909090909091,0,0.28970415324574944,0.2818181818181818,0.27442204260386077
160,Brighton & Hove Albion WFC,3775570,2,2,17,0.020038933,True,True,2.2,2,5,3.4545454545454546,2,0.2942243670386401,0.23636363636363636,0.1318181818181818
161,Brighton & Hove Albion WFC,3775570,3,2,15,0.45115801899999997,True,False,1.9555555555555555,Error,Error,Error,Error,0.2861603885371929,0.24444444444444444,0.23144688644688644
162,Brighton & Hove Albion WFC,3775570,4,2,15,0.086345255,True,False,2.7818181818181817,Error,Error,Error,Error,0.2679917621510882,0.13636363636363635,0.03535353535353535
163,Everton LFC,3775570,0,1,23,0.973912707,True,True,1.7636363636363637,2,3,2.5454545454545454,0,0.29080390949904994,0.34545454545454546,0.3550678656455101
164,Everton LFC,3775570,1,1,22,0.548537304,True,True,1.809090909090909,2,4,2.727272727272727,1,0.287343064137114,0.35454545454545455,0.37856741511883907
165,Everton LFC,3775570,2,2,18,1.13380413,True,True,1.6181818181818182,2,3,2.272727272727273,0,0.29639906132523086,0.41818181818181815,0.41382294738754066
166,Everton LFC,3775570,3,2,13,0.50117064,True,True,2.3727272727272726,3,5,4.090909090909091,1,0.28478916082596367,0.21818181818181817,0.2051948051948052
167,Everton LFC,3775570,4,2,15,0.40970803100000003,True,True,1.893939393939394,2,4,3,2,0.27714716415374374,0.30303030303030304,0.2448201308495426
168,Chelsea FCW,3775581,0,1,23,0.8641658379999999,True,True,1.6636363636363636,2,3,2.6363636363636362,1,0.2909644052096636,0.4,0.42710271557658036
169,Chelsea FCW,3775581,1,1,21,0.64117621,True,True,1.8,2,4,2.8181818181818183,1,0.2892432122011206,0.36363636363636365,0.3449208579064295
170,Chelsea FCW,3775581,2,2,11,0.242653244,True,True,1.7818181818181817,2,4,3,1,0.28342874542988733,0.35454545454545455,0.3799224740401211
171,Chelsea FCW,3775581,3,2,14,0.155048939,True,True,1.9038461538461537,2,4,3.076923076923077,0,0.25890287227575376,0.3141025641025641,0.375549352569937
172,Chelsea FCW,3775581,4,2,21,0.058291517,True,True,1.7818181818181817,2,3,2.727272727272727,0,0.2851800997102937,0.35454545454545455,0.3691443317604308
173,Aston Villa,3775581,0,1,23,0.0,True,True,1.9181818181818182,2,4,3.090909090909091,4,0.26924629612139656,0.3181818181818182,0.3174809593258791
174,Aston Villa,3775581,1,1,24,0.0,True,True,2.036363636363636,3,4,3.3636363636363638,0,0.2821367149796994,0.2818181818181818,0.24194139194139194
175,Aston Villa,3775581,2,2,11,0.015560847,True,False,1.8333333333333333,Error,Error,Error,Error,0.27543873294764043,0.20833333333333334,0.17094017094017094
176,Aston Villa,3775581,3,2,15,0.0,True,True,2.6545454545454548,3,5,4.181818181818182,6,0.28604049084158456,0.18181818181818182,0.1551948051948052
177,Aston Villa,3775581,4,2,21,0.0,True,False,2.5984848484848486,Error,Error,Error,Error,0.2531585155979399,0.15151515151515152,0.07995522995522995
178,Reading WFC,3775579,0,1,35,0.853345136,True,True,1.5727272727272728,2,3,2.3636363636363638,1,0.29650418612615626,0.4727272727272727,0.4771235887847929
